,file_id,genus,species,name,download_url,file_name,duration,other_species_in_recording,quality
5011,244309,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/244309/download,XC244309-BATCIN02.mp3,65,,A
5012,219757,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/219757/download,XC219757-Giant Antshrike A 6661.mp3,70,,A
5013,219755,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/219755/download,XC219755-Giant Antshrike A 6658.mp3,48,,A
5014,219754,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/219754/download,XC219754-Giant Antshrike A 6656.mp3,75,,A
5015,179698,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/179698/download,XC179698-Batara cinerea 16 01 2014 Braco do Trombudo.mp3,50,,A
5016,172122,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/172122/download,XC172122-Batara_cinerea_matracao_2.mp3,25,,A
5017,158878,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/158878/download,XC158878-Batara cinerea 1.mp3,71,,A
5018,152608,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/152608/download,"XC152608-Batara cinerea (Vieillot, 1819).mp3",34,,A
5019,149016,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/149016/download,XC149016-matracão.mp3,45,,A
5020,141596,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/141596/download,XC141596-Batara cinerea CANTO.mp3,44,,A
5021,112659,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/112659/download,XC112659-Batara_cinerea_M_canto_06112012_Iporanga SP.mp3,39,,A
5022,96269,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/96269/download,Batara_cinerea-315132.mp3,4,,A
5023,91807,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/91807/download,1215_091448_Batara_cinerea_song_Campo_Belo_do_Sul.mp3,46,,A
5024,87359,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/87359/download,Batara cinerea 1 (3.1).mp3,25,"Chiroxiphia caudata, Schiffornis virescens",A
5025,80034,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/80034/download,BATCIN29.mp3,31,,A
5026,77915,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/77915/download,BATCIN23.mp3,31,"Grallaria varia, Chamaeza ruficauda, Hylophilus poicilotis",A
5027,20370,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/20370/download,BD_2008-04-07_Batara_cinerea3XC.mp3,58,,A
5028,16548,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/16548/download,CPA 15.mp3,64,,A
5029,15781,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/15781/download,Batara_cinerea_PP_28102007.mp3,5,,A
5030,8429,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/8429/download,Batara_cinerea.mp3,2,,A
5031,6055,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/6055/download,013-146-Giant-Antshrike.mp3,38,"Dysithamnus stictothorax, Biatas nigropectus",A
5032,4390,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/4390/download,Giant_Antshrike_song2_Zizo-4-45.mp3,5,,A
5033,1309,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/1309/download,Batara_cinerea_(E)_EBB.mp3,24,,A
5034,351,Batara,cinerea,Giant Antshrike,https://www.xeno-canto.org/351/download,Batara_cinerea_Juq.mp3,4,,A
5035,493045,Gymnopithys,leucaspis,White-cheeked Antbird,https://www.xeno-canto.org/493045/download,XC493045-Gymnopiths leucaspis_Novo Airao_1534.mp3,24,,A
5036,265354,Gymnopithys,leucaspis,White-cheeked Antbird,https://www.xeno-canto.org/265354/download,XC265354-R09_0126_bicolor.mp3,13,Trogon melanurus,A
5037,394458,Gymnopithys,rufigula,Rufous-throated Antbird,https://www.xeno-canto.org/394458/download,XC394458-Gymnopithys_rufigula2.mp3,22,,A
5038,394457,Gymnopithys,rufigula,Rufous-throated Antbird,https://www.xeno-canto.org/394457/download,XC394457-INPA - Gymnopithys rufigula (Rufous-throated Antbird).mp3,26,,A
5039,223808,Gymnopithys,rufigula,Rufous-throated Antbird,https://www.xeno-canto.org/223808/download,XC223808-Rufous-throated Antbird A 8213.mp3,41,,A
5040,138904,Gymnopithys,rufigula,Rufous-throated Antbird,https://www.xeno-canto.org/138904/download,XC138904-121112_01_Gymnopithys_rufigula_pn_virua_pb.mp3,27,,A
5041,504732,Oneillornis,salvini,White-throated Antbird,https://www.xeno-canto.org/504732/download,XC504732-LS110912 White-throated Antbird male_fem.mp3,41,,A
5042,504731,Oneillornis,salvini,White-throated Antbird,https://www.xeno-canto.org/504731/download,XC504731-LS110909 White-throated Antbird.mp3,67,,A
5043,474875,Oneillornis,salvini,White-throated Antbird,https://www.xeno-canto.org/474875/download,XC474875-Gymnopiths salvini_Chandless_1101.mp3,50,Clibanornis rubiginosus,A
5044,270709,Oneillornis,salvini,White-throated Antbird,https://www.xeno-canto.org/270709/download,XC270709-White-throated Antbird song.mp3,46,,A
5045,118908,Oneillornis,salvini,White-throated Antbird,https://www.xeno-canto.org/118908/download,XC118908-Gymnopiths salvini_Tapaua_1215.mp3,41,,A
5046,229057,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/229057/download,XC229057-Bare-eyed Antbird A 8251.mp3,59,,A
5047,229056,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/229056/download,XC229056-Bare-eyed Antbird A 8250.mp3,9,,A
5048,108132,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/108132/download,Bare-eyed Antbird song 8-10-11.mp3,55,,A
5049,90273,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/90273/download,RHEGYM01.mp3,43,Lipaugus vociferans,A
5050,66666,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/66666/download,RHEGYM06.mp3,46,"Daptrius ater, Myrmoborus myotherinus",A
5051,37951,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/37951/download,Bare-eyed Antbird2009-8-18-5.mp3,33,,A
5052,37949,Rhegmatorhina,gymnops,Bare-eyed Antbird,https://www.xeno-canto.org/37949/download,Bare-eyed Antbird2009-8-8-1.mp3,57,,A
5053,66665,Rhegmatorhina,berlepschi,Harlequin Antbird,https://www.xeno-canto.org/66665/download,RHEBER03.mp3,39,Cercomacra cinerascens,A
5054,431968,Rhegmatorhina,hoffmannsi,White-breasted Antbird,https://www.xeno-canto.org/431968/download,XC431968-DCC036_ID.mp3,33,,A
5055,423712,Rhegmatorhina,hoffmannsi,White-breasted Antbird,https://www.xeno-canto.org/423712/download,XC423712-Rhegmathorina hoffmansi 2-RO-Felipe Arantes.mp3,27,,A
5056,388399,Rhegmatorhina,hoffmannsi,White-breasted Antbird,https://www.xeno-canto.org/388399/download,XC388399-Rhegmatorhina hoffmansii-MT-Felipe Arantes.mp3,61,,A
5057,169990,Rhegmatorhina,hoffmannsi,White-breasted Antbird,https://www.xeno-canto.org/169990/download,XC169990-Rhegmatorhina hoffimansii_Chupinguaia_1259.mp3,43,,A
5058,505832,Rhegmatorhina,cristata,Chestnut-crested Antbird,https://www.xeno-canto.org/505832/download,XC505832-Rhegmatorhina cristata_sao gabriel_1108.mp3,43,,A
5059,438497,Rhegmatorhina,cristata,Chestnut-crested Antbird,https://www.xeno-canto.org/438497/download,XC438497-Rhegmatorhina cristata_Novo Airao_1057.mp3,21,,A
5060,388406,Rhegmatorhina,melanosticta,Hairy-crested Antbird,https://www.xeno-canto.org/388406/download,XC388406-Rhegmatothina melanosticta-Felipe Arantes.mp3,28,,A
5061,142172,Rhegmatorhina,melanosticta,Hairy-crested Antbird,https://www.xeno-canto.org/142172/download,XC142172-130508_29_Rhegmathorhina_melanostica_teuini_am_pb_tol.mp3,47,,A
5062,435904,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/435904/download,"XC435904-Black-spotted Bare-eye, song, 180905-022.mp3",7,,A
5063,395750,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/395750/download,XC395750-Phlegopsis nigromaculata_Gurupi_1012.mp3,27,,A
5064,252173,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/252173/download,XC252173-PHLNIG07.mp3,63,"Thamnophilus palliatus, Cercomacroides nigrescens, Attila spadiceus, Cantorchilus leucotis, Myrmotherula iheringi",A
5065,227716,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/227716/download,XC227716-Black-spotted Bare-eye A 8313.mp3,89,,A
5066,150347,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/150347/download,XC150347-9991366.MP3,95,,A
5067,90357,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/90357/download,PHLNIG08.mp3,48,,A
5068,90354,Phlegopsis,nigromaculata,Black-spotted Bare-eye,https://www.xeno-canto.org/90354/download,PHLNIG03.mp3,66,,A
5069,423588,Phlegopsis,erythroptera,Reddish-winged Bare-eye,https://www.xeno-canto.org/423588/download,XC423588-Phlegopsis erythroptera-Felipe Arantes.mp3,17,,A
5070,118912,Phlegopsis,erythroptera,Reddish-winged Bare-eye,https://www.xeno-canto.org/118912/download,XC118912-Phlegopsis erythropera_Tapauá_1254.mp3,85,,A
5071,388400,Phlegopsis,borbae,Pale-faced Bare-eye,https://www.xeno-canto.org/388400/download,XC388400-Phlegopsis borbae-MT-Felipe Arantes.mp3,39,,A
5072,167287,Phlegopsis,borbae,Pale-faced Bare-eye,https://www.xeno-canto.org/167287/download,XC167287-Phlegopsis borbae_Machadinho_1059.mp3,34,,A
5073,483325,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/483325/download,XC483325-Willisornis poecilinotus DCB 613-21.mp3,164,,A
5074,442193,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/442193/download,XC442193-Willisornis poecillinotus_Virua_1090.mp3,51,,A
5075,437950,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/437950/download,XC437950-180627_04 Willisornis poecilinotus 2 calls song.mp3,12,,A
5076,436115,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/436115/download,"XC436115-Common Scale-backed Antbird, song, male 180822-015.mp3",31,,A
5077,407282,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/407282/download,XC407282-Willisornis poecilinotus_Virua_1095.mp3,28,,A
5078,232241,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/232241/download,XC232241-Scale-backed Antbird A 8304.mp3,55,,A
5079,232240,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/232240/download,XC232240-Scale-backed Antbird A 8303.mp3,100,,A
5080,90348,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/90348/download,HYLPOE14_2.mp3,29,"Amazona farinosa, Hypocnemis ochrogyna, Attila spadiceus",A
5081,90347,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/90347/download,HYLPOE13.mp3,36,Xiphorhynchus guttatus,A
5082,90346,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/90346/download,HYLPOE21.mp3,36,Thamnophilus murinus,A
5083,90344,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/90344/download,HYLPOE04.mp3,29,Ramphastos vitellinus,A
5084,90342,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/90342/download,HYLPOE03.mp3,59,"Xiphorhynchus guttatus, Tyrannulus elatus, Thamnophilus murinus",A
5085,14607,Willisornis,poecilinotus,Common Scale-backed Antbird,https://www.xeno-canto.org/14607/download,Hyl poi tvvc3 9-6-2006.mp3,12,Ramphastos tucanus,A
5086,493166,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/493166/download,XC493166-18-7-2019 10e15 Rendadinho do xingu.mp3,26,,A
5087,432248,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/432248/download,XC432248-180825_3221 XSBA 40ft Pocinha 1700 mp3 amp.mp3,26,"Ramphastos tucanus, Thamnomanes saturninus",A
5088,213042,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/213042/download,XC213042-Willisornis vidua_Novo Repartimento_1343.mp3,28,,A
5089,154399,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/154399/download,XC154399-9991300.MP3,114,Conopophaga aurita,A
5090,115449,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/115449/download,XC115449-Xingu Scale-backed Antbird2012-10-10-3.mp3,102,,A
5091,115448,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/115448/download,XC115448-Xingu Scale-backed Antbird2012-10-10-1.mp3,37,,A
5092,108032,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/108032/download,Xingu Antbird song 8-6-11.mp3,22,"Tyranneutes stolzmanni, Ramphastos tucanus",A
5093,90351,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/90351/download,UNID0750.mp3,70,"Myrmoborus myotherinus, Cercomacroides nigrescens, Myrmotherula brachyura, Lipaugus vociferans",A
5094,90349,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/90349/download,UNID0485.mp3,41,,A
5095,68153,Willisornis,vidua,Xingu Scale-backed Antbird,https://www.xeno-canto.org/68153/download,Dichropogon_poecilinotus_2004b-FRL_BR_7_569-632_1_S.mp3,29,,A
5096,481893,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/481893/download,XC481893-Drymophila ferruginea.mp3,25,,A
5097,469344,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/469344/download,XC469344-Trovoada (Drymophila ferruginea-OK)15-4-2019 ‏‎7e25.mp3,6,,A
5098,469343,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/469343/download,XC469343-Trovoada (Drymophila ferruginea-OK-OK) 15-4-2019 ‏‎7e32.mp3,41,,A
5099,435697,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/435697/download,XC435697-Trovoada (Drymophila ferruginea-OK) TUC 10-9 10e7.mp3,17,,A
5100,385480,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/385480/download,XC385480-Drymophila ferruginea_Domingos_1859.mp3,33,,A
5101,361658,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/361658/download,XC361658-STE-003 trovoada.mp3,25,,A
5102,349030,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/349030/download,XC349030-Drymophila ferruginea.mp3,65,"Batara cinerea, Synallaxis ruficapilla, Todirostrum poliocephalum, Psilorhamphus guttatus, Crypturellus obsoletus, Capsiempis flaveola, Sittasomus griseicapillus, Tachyphonus coronatus",A
5103,340980,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/340980/download,XC340980-Trovoada.mp3,26,,A
5104,337432,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/337432/download,"XC337432-Ferruginous Antbird, 01.09., song, Mambucaba.mp3",78,,A
5105,337072,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/337072/download,XC337072-1182_01.mp3,59,,A
5106,332768,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/332768/download,"XC332768-Ferruginous Antbird, 28.08., song of a pair, 28.08., Itatiaia.mp3",29,"Patagioenas plumbea, Synallaxis ruficapilla, Cacicus haemorrhous",A
5107,287013,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/287013/download,"XC287013-Ferruginous Antbird, 24.10., song.mp3",82,"Carpornis cucullata, Chiroxiphia caudata, Crypturellus obsoletus, Schiffornis virescens, Cyclarhis gujanensis, Anabazenops fuscus",A
5108,284486,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/284486/download,"XC284486-Ferruginous Antbird, song1, 06.10., Fazenda Angelim.mp3",30,,A
5109,254775,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/254775/download,XC254775-Drymophila ferruginea(After conversion)(After conversion).mp3,40,,A
5110,247579,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/247579/download,XC247579-DRYFER73.mp3,85,"Hemitriccus diops, Chamaeza meruloides, Pachyramphus castaneus",A
5111,247483,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/247483/download,XC247483-DRYFER30.mp3,86,,A
5112,247480,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/247480/download,XC247480-DRYFER45.mp3,59,"Dysithamnus stictothorax, Anabazenops fuscus, Hemitriccus diops, Capsiempis flaveola, Contopus cinereus, Basileuterus culicivorus",A
5113,247464,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/247464/download,XC247464-DRYFER43.mp3,57,,A
5114,237832,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/237832/download,XC237832-DYSSTI22.mp3,110,"Dysithamnus stictothorax, Thamnomanes caesius, Herpsilochmus rufimarginatus, Basileuterus culicivorus, Patagioenas plumbea",A
5115,222503,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/222503/download,XC222503-Ferruginous Antbird A 7633.mp3,87,,A
5116,222502,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/222502/download,XC222502-Ferruginous Antbird A 7636.mp3,47,,A
5117,222501,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/222501/download,XC222501-Ferruginous Antbird A 7634.mp3,33,,A
5118,222498,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/222498/download,XC222498-Ferruginous Antbird A 7624.mp3,69,,A
5119,211947,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/211947/download,"XC211947-Ferruginous Antbird (song, Brazil, Boa Nova, aug2011, 1).MP3",19,,A
5120,200799,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/200799/download,XC200799-Ferruginous Antbird2014-9-30-1.mp3,84,,A
5121,156931,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/156931/download,XC156931-Drymophila_ferruginea-735021.mp3,25,,A
5122,152610,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/152610/download,"XC152610-Drymophila ferruginea (Temminck, 1822).mp3",18,,A
5123,140010,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/140010/download,XC140010-trovoada.mp3,27,,A
5124,123215,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/123215/download,XC123215-Drymophila ferruginea_Piracicaba_1192.mp3,37,Taraba major,A
5125,114733,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/114733/download,XC114733-Drymophila_ferrugineaJF.mp3,34,,A
5126,112624,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/112624/download,XC112624-Drymophila_ferruginea_06112012 18 Iporanga SP.mp3,16,,A
5127,109630,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/109630/download,Drymophila ferruginea-RGde03-07-2012 (8).mp3,30,,A
5128,80147,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/80147/download,DRYFER62.mp3,28,,A
5129,80144,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/80144/download,DRYFER53.mp3,23,Dysithamnus stictothorax,A
5130,80139,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/80139/download,DRYFER28.mp3,33,,A
5131,80138,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/80138/download,DRYFER09.mp3,21,,A
5132,62308,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/62308/download,ferruginous antbird 1528 30810.mp3,14,,A
5133,42780,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/42780/download,Drymophila ferruginea PNMCC Marcos Melo.mp3,18,Drymophila malura,A
5134,41934,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/41934/download,Drymophila_ferruginea_Tapirai_SP_29_Dec_2009_RSS.mp3,13,,A
5135,35107,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/35107/download,Drymophila_ferruginea_SrrMtzItg_18102003.mp3,37,"Basileuterus culicivorus, Megarynchus pitangua",A
5136,33322,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/33322/download,D_ferruginea MMELO1103.mp3,16,Dysithamnus mentalis,A
5137,15914,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/15914/download,Drymophila_ferruginea_Vassouras_010907.mp3,31,Myrmoderus loricatus,A
5138,5408,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/5408/download,Ferruginous_Antbird_Hoyer.mp3,17,"Dysithamnus stictothorax, Herpsilochmus rufimarginatus, Basileuterus culicivorus, Myrmoderus loricatus",A
5139,4330,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/4330/download,Ferruginous_Antbird_song_Zizo-2-41.mp3,24,,A
5140,480,Drymophila,ferruginea,Ferruginous Antbird,https://www.xeno-canto.org/480/download,ferruginousantbird.mp3,16,Vireo chivi,A
5141,469408,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/469408/download,XC469408-Trovoada de bertoni (Drymophila rubricollis-OK-OK) 17‎-4-‎2019 ‏‎9e40.mp3,21,,A
5142,435688,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/435688/download,XC435688-Trovoada de bertoni (Drymophila rubricollis-OK)  13-9 11e14.mp3,18,,A
5143,388537,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/388537/download,XC388537-d. rubricollis_3_1_mp3.mp3,37,,A
5144,357479,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/357479/download,"XC357479-Bertoni's Antbird, 01.09.15, song of a pair, Macae de Cima, RJ.mp3",51,,A
5145,357014,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/357014/download,XC357014-TROVOADA DE BERTONI 19022017-0945.mp3,43,Brotogeris tirica,A
5146,348832,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/348832/download,XC348832-Drymophila rubricollis.mp3,20,Turdus albicollis,A
5147,341104,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/341104/download,XC341104-Drymophila rubricollis.mp3,16,"Carpornis cucullata, Procnias nudicollis, Patagioenas plumbea, Saltator fuliginosus, Poecilotriccus plumbeiceps, Trogon viridis, Dysithamnus xanthopterus",A
5148,323497,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/323497/download,XC323497-Thamnophilidae_Drymophila_rubricollis_29_02_2016_H09_28_Doutor_Pedrinho.mp3,20,,A
5149,288590,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/288590/download,"XC288590-Bertoni's Antbird, female, 03.11.mp3",4,,A
5150,288583,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/288583/download,"XC288583-Bertoni's Antbird, song of a pair, 03.11.mp3",65,"Mackenziaena severa, Myiothlypis leucoblephara",A
5151,277795,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/277795/download,"XC277795-Bertoni's Antbird, song, female, 01.09.15, Macae de Cima.mp3",39,,A
5152,247602,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/247602/download,XC247602-DRYRUB25.mp3,23,"Pyriglena leucoptera, Carpornis cucullata, Basileuterus culicivorus, Myiothlypis leucoblephara",A
5153,247600,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/247600/download,XC247600-DRYRUB03.mp3,48,"Ramphotrigon megacephalum, Pyriglena leucoptera",A
5154,247598,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/247598/download,XC247598-DRYRUB26.mp3,55,"Sporophila frontalis, Myiothlypis leucoblephara",A
5155,222550,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/222550/download,XC222550-Bertoni's Antbird A 7651.mp3,89,,A
5156,222549,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/222549/download,XC222549-Bertoni's Antbird A 7650.mp3,125,,A
5157,200794,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/200794/download,XC200794-Bertoni's Antbird2014-9-30-1.mp3,63,,A
5158,146765,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/146765/download,XC146765-Drymophila rubricollis Vidal Ramos SC 30 12 12.mp3,16,"Vireo chivi, Leptotila verreauxi",A
5159,118498,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/118498/download,XC118498-Drymophila rubricollis_1075.mp3,25,"Procnias nudicollis, Cyclarhis gujanensis",A
5160,91808,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/91808/download,1211_164502_Drymophila_rubricollis_song_Campo_Belo_do_Sul.mp3,22,,A
5161,87515,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/87515/download,Drymophila rubricollis 6.mp3,21,,A
5162,80162,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/80162/download,DRYRUB30.mp3,26,"Thamnophilus caerulescens, Anabazenops fuscus, Poecilotriccus plumbeiceps, Saltator similis",A
5163,78740,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/78740/download,DRYRUB12.mp3,27,,A
5164,50043,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/50043/download,Drymophila rubricollis_Parque Nacional Itatiaia (Trilha Tres Picos)_Rio de Janeiro_Brasil_24FEB2004 a_Bernabe Lopez-Lanus.mp3,29,,A
5165,46985,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/46985/download,Drymophila rubricollis Monte Barao 15 de abril de 2010.mp3,46,,A
5166,36167,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/36167/download,Drymophila rubricollis.mp3,20,,A
5167,18588,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/18588/download,Drymophila rubricollis.2.mp3,34,"Hylopezus nattereri, Myiothlypis leucoblephara, Synallaxis cinerascens",A
5168,10339,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/10339/download,bertonis_antbird_rdb.mp3,43,,A
5169,5970,Drymophila,rubricollis,Bertoni's Antbird,https://www.xeno-canto.org/5970/download,HI-0282-Bertonis-Antbird.mp3,32,"Terenura maculata, Drymophila ferruginea",A
5170,506448,Drymophila,genei,Rufous-tailed Antbird,https://www.xeno-canto.org/506448/download,XC506448-LS110390 Drygen.mp3,36,,A
5171,473789,Drymophila,genei,Rufous-tailed Antbird,https://www.xeno-canto.org/473789/download,XC473789-1030_01.mp3,66,,A
5172,348879,Drymophila,genei,Rufous-tailed Antbird,https://www.xeno-canto.org/348879/download,XC348879-Drymophila genei_Campos do Jordão_1546.mp3,33,,A
5173,336110,Drymophila,genei,Rufous-tailed Antbird,https://www.xeno-canto.org/336110/download,XC336110-1153_01.mp3,162,,A
