,index,file_id,genus,species,name,download_url,file_name,duration,other_species_in_recording,quality
1253,2794,209900,Dendrocolaptes,platyrostris,Planalto Woodcreeper,https://www.xeno-canto.org/209900/download,XC209900-GMR_20141125_093025_1_01 Dencrocolaptes platyrostris.mp3,28,,A
1254,2799,6461,Dendrocolaptes,platyrostris,Planalto Woodcreeper,https://www.xeno-canto.org/6461/download,HI-0716-Planalto-Woodcreeper.mp3,46,,A
1255,2801,117998,Hylexetastes,stresemanni,Bar-bellied Woodcreeper,https://www.xeno-canto.org/117998/download,XC117998-Hylexetastes stresemanni_Tapaua_1308.mp3,114,"Selenidera reinwardtii, Tyranneutes stolzmanni, Pharomachrus pavoninus",A
1256,2803,119574,Hylexetastes,uniformis,Uniform Woodcreeper,https://www.xeno-canto.org/119574/download,XC119574-Hylexestastes uniformis_Itaituba_1065.MP3,70,"Attila cinnamomeus, Xiphocolaptes promeropirhynchus",A
1257,2804,108062,Hylexetastes,uniformis,Uniform Woodcreeper,https://www.xeno-canto.org/108062/download,Uniform Woodcreeper song.call 8-8-11.mp3,23,,A
1258,2805,91221,Hylexetastes,uniformis,Uniform Woodcreeper,https://www.xeno-canto.org/91221/download,XIPPRO06.mp3,82,,A
1259,2809,38685,Hylexetastes,uniformis,Uniform Woodcreeper,https://www.xeno-canto.org/38685/download,Hylexetastesperrotipbk20090719(2).mp3,50,,A
1260,2810,38684,Hylexetastes,uniformis,Uniform Woodcreeper,https://www.xeno-canto.org/38684/download,Hylexetastesperrotipbk20090719.mp3,39,Trogon viridis,A
1261,2812,5089,Hylexetastes,uniformis,Uniform Woodcreeper,https://www.xeno-canto.org/5089/download,016-084-Uniform-Woodcreeper.mp3,32,Phlegopsis nigromaculata,A
1262,2813,66610,Hylexetastes,brigidai,Brigida's Woodcreeper,https://www.xeno-canto.org/66610/download,XIPPRO14.mp3,47,Attila spadiceus,A
1263,2835,91304,Xiphorhynchus,obsoletus,Striped Woodcreeper,https://www.xeno-canto.org/91304/download,XIPOBS17.mp3,43,,A
1264,2836,47976,Xiphorhynchus,obsoletus,Striped Woodcreeper,https://www.xeno-canto.org/47976/download,Striped Woodcreeper2009-9-18-1.mp3,73,,A
1265,2837,520351,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/520351/download,XC520351-Xiphorhynchus atlanticus DCB 456-28.mp3,173,,A
1266,2838,504256,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/504256/download,XC504256-Arapacus rajado (Xiphorhynchus fuscus-OK) 19-10-2019 4e52.mp3,27,Vireo chivi,A
1267,2839,450289,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/450289/download,XC450289-Xiphorhynchus fuscus.mp3,25,Tiaris fuliginosus,A
1268,2840,339545,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/339545/download,XC339545-HJCP093.mp3,69,"Ramphastos vitellinus, Drymophila ferruginea, Chiroxiphia caudata, Hemitriccus diops",A
1269,2841,338821,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/338821/download,XC338821-HJCP026.mp3,92,"Xiphorhynchus guttatus, Thamnomanes caesius, Thripophaga macroura, Ramphocaenus melanurus, Carpornis melanocephala, Dysithamnus stictothorax, Chiroxiphia caudata, Pheugopedius genibarbis, Drymophila ferruginea, Hemitriccus furcatus",A
1270,2842,305092,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/305092/download,XC305092-LEPFUS15.mp3,60,"Attila rufus, Chiroxiphia caudata",A
1271,2843,285193,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/285193/download,"XC285193-Lesser Woodcreeper, 04.10., song.mp3",97,,A
1272,2844,277899,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/277899/download,"XC277899-Lesser Woodcreeper, song, 05.09.mp3",39,,A
1273,2845,254868,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/254868/download,XC254868-XIPFUS19.mp3,65,"Schiffornis virescens, Attila phoenicurus, Habia rubica, Automolus leucophthalmus",A
1274,2846,254866,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/254866/download,XC254866-XIPFUS18.mp3,91,Cacicus haemorrhous,A
1275,2847,254863,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/254863/download,XC254863-XIPFUS14.mp3,57,"Cacicus haemorrhous, Pyriglena leucoptera, Automolus leucophthalmus",A
1276,2848,254862,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/254862/download,XC254862-LEPFUS27.mp3,75,"Platyrinchus mystaceus, Chiroxiphia caudata",A
1277,2849,254857,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/254857/download,XC254857-LEPFUS29.mp3,65,Vireo chivi,A
1278,2851,224938,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/224938/download,XC224938-Lesser Woodcreeper A 6525.mp3,37,,A
1279,2852,224937,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/224937/download,XC224937-Lesser Woodcreeper A 6529.mp3,44,,A
1280,2853,224936,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/224936/download,XC224936-Lesser Woodcreeper A 6528.mp3,49,,A
1281,2854,212478,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/212478/download,XC212478-F559 Xiphorhynchus_fuscus(song))Messianica220910.mp3,87,,A
1282,2855,208776,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/208776/download,XC208776-DSC_0433.mp3,45,,A
1283,2857,80455,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/80455/download,LEPFUS34.mp3,37,"Herpsilochmus rufimarginatus, Basileuterus culicivorus, Cacicus haemorrhous",A
1284,2858,80352,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/80352/download,XIPFUS15.mp3,29,"Trogon surrucura, Vireo chivi",A
1285,2859,5531,Xiphorhynchus,fuscus,Lesser Woodcreeper,https://www.xeno-canto.org/5531/download,Lesser_Woodcreeper_longsong_zizo-2-79.mp3,38,"Rhopias gularis, Turdus rufiventris, Sporophila falcirostris",A
1286,2864,167382,Xiphorhynchus,elegans,Elegant Woodcreeper,https://www.xeno-canto.org/167382/download,XC167382-Xyphorhinchus elegans_Machadinho_1137.mp3,42,,A
1287,2865,158859,Xiphorhynchus,elegans,Elegant Woodcreeper,https://www.xeno-canto.org/158859/download,XC158859-1131.mp3,86,,A
1288,2867,66687,Xiphorhynchus,elegans,Elegant Woodcreeper,https://www.xeno-canto.org/66687/download,XIPSPI10.mp3,28,,A
1289,2870,232473,Xiphorhynchus,spixii,Spix's Woodcreeper,https://www.xeno-canto.org/232473/download,XC232473-Spix's Woodcreeper lumped A 6347.mp3,32,,A
1290,2872,39448,Xiphorhynchus,spixii,Spix's Woodcreeper,https://www.xeno-canto.org/39448/download,Spixs Woodcreeper2009-10-6-1.mp3,46,,A
1291,2873,14806,Xiphorhynchus,spixii,Spix's Woodcreeper,https://www.xeno-canto.org/14806/download,BD_2007-07-30_Xiphorhynchus_spixiiFULLxc.mp3,44,"Hylophilus hypoxanthus, Dendrocolaptes picumnus, Hylexetastes perrotii, Tyranneutes stolzmanni, Crypturellus cinereus, Ramphocaenus melanurus",A
1292,2877,499902,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/499902/download,XC499902-Xiphorhynchus guttatoides_Carajas_1004.mp3,80,,A
1293,2879,493226,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/493226/download,XC493226-16-7-2019 7e18 Arapacu de lafresneyer.mp3,30,Vireo chivi,A
1294,2880,493225,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/493225/download,XC493225-16-7-2019 7e16 Arapacu de lafresneyer.mp3,25,,A
1295,2881,483186,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/483186/download,XC483186-Xiphorhynchus guttatus_Rio Azul_1005.mp3,40,,A
1296,2882,479864,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/479864/download,XC479864-Arapacu de lefresneyer  7-6-2019 18hs.mp3,116,"Pitangus sulphuratus, Myiozetetes cayanensis",A
1297,2885,436772,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/436772/download,"XC436772-Buff-throated Woodcreeper, song, 180909-019.mp3",67,,A
1298,2886,431950,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/431950/download,XC431950-DCC003_Xiphorhynchus_guttatus.mp3,40,Lipaugus vociferans,A
1299,2887,419269,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/419269/download,XC419269-970 Xiphorhynchus guttatus(calls and song)AVCTaquaraBA100512_FIG.mp3,26,,A
1300,2888,407285,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/407285/download,XC407285-Xiphorhynchus guttatus_Virua_1073.mp3,26,,A
1301,2891,403809,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/403809/download,XC403809-Arapaçu de bico branco2 LAFRESNEYER  (Dendropex picus-OK-OK).mp3,26,,A
1302,2892,386484,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/386484/download,XC386484-Xiphorhynchus guttatus - alto.mp3,22,,A
1303,2893,384289,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/384289/download,XC384289-170820 BTWO PJofre 10ft 0700 mp3 amp.mp3,38,,A
1304,2895,344000,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/344000/download,XC344000-XIPGUT64.mp3,47,,A
1305,2896,330086,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/330086/download,XC330086-Xiphorhynchus guttatus 2.mp3,72,"Machaeropterus pyrocephalus, Trogon viridis, Cercomacra cinerascens, Formicivora rufa",A
1306,2897,307925,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/307925/download,XC307925-Xiphorhynchus guttatus_Macapa_1182.mp3,31,,A
1307,2898,307019,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/307019/download,XC307019-XIPGTD06.mp3,82,,A
1308,2899,306338,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/306338/download,XC306338-XIPGTD05.mp3,218,"Anurolimnas castaneiceps, Momotus momota, Cercomacra cinerascens, Formicarius analis, Pachyramphus polychopterus",A
1309,2900,305393,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/305393/download,XC305393-XIPGTD04.mp3,51,"Cacicus cela, Momotus momota, Cyanocorax violaceus, Tyrannulus elatus",A
1310,2901,301344,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/301344/download,XC301344-XIPGTD02.mp3,73,,A
1311,2902,287952,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/287952/download,XC287952-XIPGUT92.mp3,66,,A
1312,2903,269095,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/269095/download,XC269095-XIPGUT61.mp3,132,Hypocnemis hypoxantha,A
1313,2904,269090,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/269090/download,XC269090-XIPGUT18.mp3,131,Tyranneutes stolzmanni,A
1314,2906,269050,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/269050/download,XC269050-XIPGUT21.mp3,34,Momotus momota,A
1315,2907,232403,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/232403/download,XC232403-Buff-throated Woodcreeper lumped A 6384.mp3,93,,A
1316,2908,232401,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/232401/download,XC232401-Buff-throated Woodcreeper lumped A 6378.mp3,47,,A
1317,2909,169577,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/169577/download,XC169577-Xiphorhynchus guttatus_Viruá_1192.mp3,54,,A
1318,2911,91428,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/91428/download,XIPGUT19.mp3,23,"Cercomacra cinerascens, Tolmomyias poliocephalus",A
1319,2912,91427,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/91427/download,XIPGUT66.mp3,38,"Myrmotherula sclateri, Lipaugus vociferans, Amazona farinosa",A
1320,2913,91426,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/91426/download,XIPGUT62.mp3,27,"Myrmotherula sclateri, Lipaugus vociferans, Amazona farinosa",A
1321,2915,91418,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/91418/download,XIPGUT59.mp3,43,,A
1322,2916,38059,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/38059/download,Arapacu mtz femaea IX.mp3,55,,A
1323,2917,38057,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/38057/download,Arapacu longo mtz VI.mp3,25,,A
1324,2918,16008,Xiphorhynchus,guttatus,Buff-throated Woodcreeper,https://www.xeno-canto.org/16008/download,HI-0883-Lafresnayes-Woodcreeper.mp3,31,"Cercomacra manu, Cercomacra cinerascens",A
1325,2938,518454,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/518454/download,XC518454-Arapacu beija flor (Campylorhamphus trochilirostris-OK) 06-01-2020 9e40.mp3,40,"Volatinia jacarina, Sporophila nigricollis, Troglodytes aedon",A
1326,2944,393394,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/393394/download,XC393394-BR Red-billed Scythebill song ruho wtdo tlwr hummingbird sp 0630 170405 spl NK Coxipo.mp3,113,"Furnarius rufus, Leptotila verreauxi, Campylorhynchus turdinus",A
1327,2949,303093,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/303093/download,XC303093-Campyloramphus trochilirostris_Mocidade_1287.mp3,50,,A
1328,2950,288342,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/288342/download,XC288342-GRTE4_54_Ctroc.mp3,59,,A
1329,2951,269266,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/269266/download,XC269266-CAMTRO31.mp3,64,"Saltator coerulescens, Ortalis canicollis",A
1330,2952,269265,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/269265/download,XC269265-CAMTRO15.mp3,43,,A
1331,2953,269264,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/269264/download,XC269264-CAMTRO16.mp3,67,"Campylorhynchus turdinus, Turdus rufiventris, Pitangus sulphuratus",A
1332,2956,115523,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/115523/download,XC115523-Red-billed Scythebill2012-10-11-1.mp3,28,,A
1333,2957,16817,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/16817/download,Red-billedScythebillHoyer.mp3,30,,A
1334,2958,15557,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/15557/download,Olivaceous woodcreeper Melo.mp3,37,Pitangus sulphuratus,A
1335,2959,8759,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/8759/download,1075_Campylorhamphus trochilirostris_Crato_06_XII_2006_Ciro Albano.mp3,31,Turdus leucomelas,A
1336,2960,4953,Campylorhamphus,trochilirostris,Red-billed Scythebill,https://www.xeno-canto.org/4953/download,Campylorhamphus trochilirostris_F10_Parnamirim(PE)_09_VII_2004_Ciro Albano.mp3,70,"Tachyphonus rufus, Glaucidium brasilianum",A
1337,2961,420452,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/420452/download,XC420452-1261_01.mp3,136,,A
1338,2962,384737,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/384737/download,XC384737-1173_01.mp3,47,,A
1339,2963,347486,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/347486/download,XC347486-Campyloramphus falcularius_Paraty_1481.mp3,68,,A
1340,2964,345041,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/345041/download,XC345041-Campylorhamphus falcularius 1.MP3,35,"Pyriglena leucoptera, Hemitriccus diops, Philydor rufum",A
1341,2965,343843,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/343843/download,XC343843-Campylorhamphus_falcularius-2375379.mp3,43,Megaxenops parnaguae,A
1342,2966,340032,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/340032/download,XC340032-HJCP013.mp3,60,"Drymophila ferruginea, Cyclarhis gujanensis, Colonia colonus",A
1343,2967,339553,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/339553/download,XC339553-HJCP117.mp3,55,"Thamnomanes caesius, Turdus rufiventris, Xiphorhynchus fuscus, Arremon taciturnus",A
1344,2968,339552,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/339552/download,XC339552-HJCP116.mp3,221,"Thamnomanes caesius, Turdus rufiventris, Pheugopedius genibarbis",A
1345,2969,334764,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/334764/download,"XC334764-Black-billed Scythebill, 08.09., song, Parque do Zizo.mp3",31,,A
1346,2970,332663,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/332663/download,"XC332663-Black-billed Scythebill, 27.08., song, Itatiai.mp3",62,,A
1347,2972,288381,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/288381/download,XC288381-PEC1_3_Cfalc.mp3,83,,A
1348,2973,279644,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/279644/download,"XC279644-Black-billed Scythebill, 16.09., song, Macae de Cima.mp3",28,,A
1349,2975,269255,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/269255/download,XC269255-CAMFAL20.mp3,39,Pyrrhura frontalis,A
1350,2977,199216,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/199216/download,XC199216-GMR_20141016_072739_1_01 Campyloramphus falcularius.mp3,33,,A
1351,2978,186094,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/186094/download,XC186094-F069 Campyloramphus falcularius (song in resp playback)170511IperóSP.mp3,31,,A
1352,2979,60363,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/60363/download,Campylorhamphus falcularius (PEMG).mp3,65,,A
1353,2981,41941,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/41941/download,Campylorhamphus falcularius_Vidal Ramos_SC_30-10-2009.mp3,68,Turdus flavipes,A
1354,2982,33789,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/33789/download,Cichlocolaptes_leucophrus_PNI_10062006.mp3,29,,A
1355,2983,18407,Campylorhamphus,falcularius,Black-billed Scythebill,https://www.xeno-canto.org/18407/download,Campylorhamphus falcularius (Black-billed Scythebill)E.P.11.07.mp3,49,"Drymophila rubricollis, Drymophila ferruginea, Basileuterus culicivorus",A
1356,2984,441732,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/441732/download,XC441732-180701_03 Campyloramphus procurvoides.mp3,94,"Grallaria varia, Pachyramphus marginatus, Dendrocolaptes certhia, Hylopezus macularius, Automolus infuscatus",A
1357,2985,371374,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/371374/download,XC371374-arapaçu de bico curvo do xingu.MP3,31,,A
1358,2986,220195,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/220195/download,XC220195-Curve-billed Scythebill A 6594.mp3,40,,A
1359,2987,220194,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/220194/download,XC220194-Curve-billed Scythebill A 6592.mp3,30,,A
1360,2988,213010,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/213010/download,XC213010-Campylorhamphus trochillirostris_Novo Repartimento_1334.mp3,22,,A
1361,2989,171239,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/171239/download,XC171239-9991250.MP3,36,,A
1362,2990,37958,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/37958/download,Curve-billed Scythebill2009-8-16-1.mp3,50,,A
1363,2991,23408,Campylorhamphus,procurvoides,Curve-billed Scythebill,https://www.xeno-canto.org/23408/download,Campylorhamphus sp.-PKD227:06.mp3,109,Saltator grossus,A
1364,3020,147053,Xenops,tenuirostris,Slender-billed Xenops,https://www.xeno-canto.org/147053/download,XC147053-Slender-billed Xenops Cristalino.mp3,26,,A
1365,3021,39933,Xenops,tenuirostris,Slender-billed Xenops,https://www.xeno-canto.org/39933/download,Slender-billed Xenops2009-10-16-1.mp3,129,,A
1366,3024,472406,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/472406/download,XC472406-Xenops_minutus-1683059.mp3,86,,A
1367,3027,422748,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/422748/download,XC422748-2120 Xenops minutus (song in resp pb)_Imbiriba_Veracel_BA_120517_FIG.mp3,34,,A
1368,3028,282029,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/282029/download,XC282029-Xenops.mp3,29,,A
1369,3029,282002,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/282002/download,XC282002-Xenops minutus.mp3,24,,A
1370,3031,270496,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/270496/download,XC270496-XENMIN04.mp3,98,Chiroxiphia caudata,A
1371,3032,270492,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/270492/download,XC270492-XENMIN05.mp3,34,,A
1372,3033,270487,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/270487/download,XC270487-UNID0056.mp3,44,,A
1373,3034,232280,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/232280/download,XC232280-Plain Xenops A 5678.mp3,69,,A
1374,3035,232279,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/232279/download,XC232279-Plain Xenops A 5677.mp3,65,,A
1375,3036,232276,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/232276/download,XC232276-Plain Xenops A 5683.mp3,35,,A
1376,3037,171587,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/171587/download,XC171587-Xenops minutus -PERD-06-10-2013.MP3,22,,A
1377,3038,147434,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/147434/download,XC147434-Xenops minutus_Itaituba_1023.mp3,38,,A
1378,3041,23675,Xenops,minutus,Plain Xenops,https://www.xeno-canto.org/23675/download,Xenops minutus-PKD221:24.mp3,158,,A
1379,3043,522420,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/522420/download,XC522420-23-01-2020 9e39 Bico virado carijo.mp3,25,"Thamnophilus pelzelni, Cariama cristata, Cyclarhis gujanensis",A
1380,3044,521424,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/521424/download,XC521424-13-01-2020 17e31 Bico virado carijo 13-01-2020 17e31.mp3,57,"Thamnophilus pelzelni, Saltator similis",A
1381,3045,499702,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/499702/download,XC499702-Xenops rutilans_Lencois_190908_1127.mp3,65,,A
1382,3046,477132,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/477132/download,XC477132-Bico virado carijo2 (Xenops rutilans-OK) 5-5-2019 6e33.mp3,33,"Herpsilochmus atricapillus, Amazona amazonica",A
1383,3049,428356,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/428356/download,XC428356-Xenops rutilans3.mp3,30,,A
1384,3050,428355,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/428355/download,XC428355-Xenops rutilans2.mp3,60,,A
1385,3051,422750,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/422750/download,XC422750-2122 Xenops rutilans (song in resp pb)Imbiriba_Veracel_BA_120517_FIG.mp3,25,,A
1386,3052,422749,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/422749/download,XC422749-2121 Xenops rutilans (song in resp pb)_Imbiriba_Veracel_BA_120517_FIG.mp3,47,,A
1387,3053,415730,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/415730/download,XC415730-Bico virado carijo (Xenops rutilans-OK-OK).mp3,22,Brotogeris chiriri,A
1388,3056,234956,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/234956/download,XC234956-Xenops rutilans_RGde_08-01-2014_10h12.MP3,53,,A
1389,3058,80925,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/80925/download,XENRUT19.mp3,28,"Saltator similis, Sicalis citrina, Myiothlypis flaveola",A
1390,3059,80924,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/80924/download,XENRUT04.mp3,22,"Tolmomyias sulphurescens, Myiodynastes maculatus",A
1391,3060,76256,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/76256/download,MZ255XenopsrutilansMMelo18082010.mp3,30,Thraupis sayaca,A
1392,3063,30456,Xenops,rutilans,Streaked Xenops,https://www.xeno-canto.org/30456/download,Xenops rutilans_PCH Cotipora_Dois Lajeados_RS_06-XII-2008.mp3,37,"Chiroxiphia caudata, Turdus amaurochalinus",A
1393,3079,496228,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/496228/download,XC496228-Furnarius figulus.mp3,40,,A
1394,3081,432365,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/432365/download,XC432365-Casaca de couro da lama (Furnarius figulus-OK-OK) 25-08-18 10e41.mp3,83,,A
1395,3082,419525,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/419525/download,XC419525-1271 Furnarius figulus (couple song in resp p)SaoJoaoParaiso_Belmonte_BA_230814.mp3,85,,A
1396,3087,294241,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/294241/download,XC294241-Furnarius_figulus_31032014_Cubatao_SP.mp3,46,,A
1397,3088,271729,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/271729/download,XC271729-FURFIG02.mp3,31,,A
1398,3089,271717,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/271717/download,XC271717-FURFIG03.mp3,59,,A
1399,3090,243696,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/243696/download,XC243696-20140911-0525-BR0253-BR-RJ-REGUA-Wing-banded Hornero dawn song.mp3,191,"Tyrannus melancholicus, Bubulcus ibis, Butorides striata, Nycticorax nycticorax, Pitangus sulphuratus",A
1400,3091,243464,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/243464/download,XC243464-20140910-0535-BR0237-BR-RJ-REGUA-Wing-banded Hornero chorus filt.mp3,92,"Tyrannus melancholicus, Herpetotheres cachinnans, Myiozetetes similis, Pitangus sulphuratus",A
1401,3092,223241,Furnarius,figulus,Band-tailed Hornero,https://www.xeno-canto.org/223241/download,XC223241-Tail-banded Hornero A 4992.mp3,40,,A
